Date,Open,High,Low,Close,Adj Close,Volume
2014-11-19,112.5,112.5,112.5,112.5,112.5,0
2014-11-20,91.5,91.5,91.5,91.5,91.5,0
2014-11-21,91.5,91.5,91.5,91.5,91.5,0
2014-11-24,91.5,91.5,91.5,91.5,91.5,0
2014-11-25,91.5,91.5,91.5,91.5,91.5,0
2014-11-26,91.5,91.5,91.5,91.5,91.5,0
2014-11-28,91.5,91.5,91.5,91.5,91.5,0
2014-12-01,91.5,91.5,91.5,91.5,91.5,0
2014-12-02,91.5,91.5,91.5,91.5,91.5,0
2014-12-03,91.5,91.5,91.5,91.5,91.5,0
2014-12-04,91.5,91.5,91.5,91.5,91.5,0
2014-12-05,91.5,91.5,91.5,91.5,91.5,0
2014-12-08,91.5,91.5,91.5,91.5,91.5,0
2014-12-09,91.5,91.5,91.5,91.5,91.5,0
2014-12-10,91.5,91.5,91.5,91.5,91.5,0
2014-12-11,91.5,91.5,91.5,91.5,91.5,0
2014-12-12,91.5,91.5,91.5,91.5,91.5,0
2014-12-15,91.5,91.5,91.5,91.5,91.5,0
2014-12-16,89.25,89.25,89.25,89.25,89.25,0
2014-12-17,75.0,86.25,63.75,63.75,63.75,0
2014-12-18,63.75,63.75,63.75,63.75,63.75,0
2014-12-19,63.75,63.75,63.75,63.75,63.75,0
2014-12-22,63.75,63.75,63.75,63.75,63.75,0
2014-12-23,63.75,63.75,63.75,63.75,63.75,0
2014-12-24,0.15,0.15,0.15,0.15,0.15,0
2014-12-26,63.75,63.75,63.75,63.75,63.75,0
2014-12-29,63.75,63.75,63.75,63.75,63.75,0
2014-12-30,63.75,63.75,63.75,63.75,63.75,0
2014-12-31,63.75,63.75,63.75,63.75,63.75,0
2015-01-02,63.75,63.75,63.75,63.75,63.75,0
2015-01-05,63.75,63.75,63.75,63.75,63.75,0
2015-01-06,63.75,63.75,63.75,63.75,63.75,0
2015-01-07,63.75,63.75,63.75,63.75,63.75,0
2015-01-08,63.75,63.75,63.75,63.75,63.75,0
2015-01-09,63.75,63.75,63.75,63.75,63.75,0
2015-01-12,63.75,63.75,63.75,63.75,63.75,0
2015-01-13,63.75,63.75,63.75,63.75,63.75,0
2015-01-14,63.75,63.75,63.75,63.75,63.75,0
2015-01-15,63.75,63.75,63.75,63.75,63.75,0
2015-01-16,63.75,63.75,63.75,63.75,63.75,0
2015-01-20,63.75,63.75,63.75,63.75,63.75,0
2015-01-21,63.75,63.75,63.75,63.75,63.75,0
2015-01-22,63.75,63.75,63.75,63.75,63.75,0
2015-01-23,63.75,63.75,63.75,63.75,63.75,0
2015-01-26,63.75,63.75,63.75,63.75,63.75,0
2015-01-27,63.75,63.75,63.75,63.75,63.75,0
2015-01-28,63.75,63.75,63.75,63.75,63.75,0
2015-01-29,63.75,63.75,63.75,63.75,63.75,0
2015-01-30,63.75,63.75,63.75,63.75,63.75,0
2015-02-02,63.75,63.75,63.75,63.75,63.75,0
2015-02-03,63.75,63.75,63.75,63.75,63.75,0
2015-02-04,63.75,63.75,63.75,63.75,63.75,0
2015-02-05,63.75,63.75,63.75,63.75,63.75,0
2015-02-06,63.75,63.75,63.75,63.75,63.75,0
2015-02-09,63.75,63.75,63.75,63.75,63.75,0
2015-02-10,63.75,63.75,63.75,63.75,63.75,0
2015-02-11,63.75,63.75,63.75,63.75,63.75,0
2015-02-12,63.75,63.75,63.75,63.75,63.75,0
2015-02-13,63.75,63.75,63.75,63.75,63.75,0
2015-02-17,63.75,63.75,63.75,63.75,63.75,0
2015-02-18,54.75,54.75,54.75,54.75,54.75,0
2015-02-19,54.75,54.75,54.75,54.75,54.75,0
2015-02-20,54.75,54.75,54.75,54.75,54.75,0
2015-02-23,54.75,54.75,54.75,54.75,54.75,0
2015-02-24,54.75,54.75,54.75,54.75,54.75,0
2015-02-25,54.75,54.75,54.75,54.75,54.75,0
2015-02-26,54.75,54.75,54.75,54.75,54.75,0
2015-02-27,54.75,54.75,54.75,54.75,54.75,0
2015-03-02,54.75,54.75,54.75,54.75,54.75,0
2015-03-03,54.75,54.75,54.75,54.75,54.75,0
2015-03-04,54.75,54.75,54.75,54.75,54.75,0
2015-03-05,42.450001,83.099998,42.450001,73.949997,73.949997,200
2015-03-06,73.949997,73.949997,73.949997,73.949997,73.949997,0
2015-03-09,73.949997,73.949997,73.949997,73.949997,73.949997,0
2015-03-10,73.949997,73.949997,73.949997,73.949997,73.949997,0
2015-03-11,73.949997,73.949997,73.949997,73.949997,73.949997,0
2015-03-12,63.450001,63.450001,57.150002,57.150002,57.150002,0
2015-03-13,73.5,73.5,66.300003,66.300003,66.300003,0
2015-03-16,60.450001,60.450001,48.299999,48.299999,48.299999,0
2015-03-17,48.299999,48.299999,48.299999,48.299999,48.299999,0
2015-03-18,48.299999,48.299999,48.299999,48.299999,48.299999,0
2015-03-19,53.400002,53.400002,51.0,52.799999,52.799999,0
2015-03-20,52.799999,52.799999,52.799999,52.799999,52.799999,0
2015-03-23,52.799999,52.799999,52.799999,52.799999,52.799999,0
2015-03-24,63.0,63.0,63.0,63.0,63.0,0
2015-03-25,63.0,63.0,63.0,63.0,63.0,0
2015-03-26,63.0,63.0,63.0,63.0,63.0,0
2015-03-27,63.0,63.0,63.0,63.0,63.0,0
2015-03-30,63.0,63.0,63.0,63.0,63.0,0
2015-03-31,63.0,63.0,63.0,63.0,63.0,0
2015-04-01,63.0,63.0,63.0,63.0,63.0,0
2015-04-02,47.25,85.199997,47.25,62.849998,62.849998,0
2015-04-06,62.849998,62.849998,62.849998,62.849998,62.849998,0
2015-04-07,67.5,67.5,67.5,67.5,67.5,0
2015-04-08,67.5,67.5,67.5,67.5,67.5,0
2015-04-09,67.5,67.5,67.5,67.5,67.5,0
2015-04-10,73.949997,132.449997,73.949997,90.0,90.0,300
2015-04-13,91.5,124.5,91.5,124.5,124.5,200
2015-04-14,168.0,168.0,110.699997,121.050003,121.050003,500
2015-04-15,122.099998,127.5,114.300003,121.5,121.5,200
2015-04-16,120.0,120.0,108.0,108.0,108.0,0
2015-04-17,108.0,108.0,108.0,108.0,108.0,0
2015-04-20,92.400002,92.400002,90.0,90.0,90.0,0
2015-04-21,90.0,90.0,90.0,90.0,90.0,0
2015-04-22,97.5,97.5,95.550003,96.300003,96.300003,100
2015-04-23,96.300003,96.300003,96.300003,96.300003,96.300003,0
2015-04-24,96.300003,96.300003,96.300003,96.300003,96.300003,0
2015-04-27,206.399994,206.399994,108.0,118.650002,118.650002,100
2015-04-28,118.650002,118.650002,118.650002,118.650002,118.650002,0
2015-04-29,105.599998,106.800003,105.599998,106.650002,106.650002,0
2015-04-30,102.0,102.449997,91.949997,92.550003,92.550003,100
2015-05-01,92.550003,92.550003,92.550003,92.550003,92.550003,0
2015-05-04,92.550003,92.550003,92.550003,92.550003,92.550003,0
2015-05-05,92.550003,92.550003,92.550003,92.550003,92.550003,0
2015-05-06,92.550003,92.550003,92.550003,92.550003,92.550003,0
2015-05-07,90.0,90.0,90.0,90.0,90.0,0
2015-05-08,91.199997,91.199997,82.650002,82.650002,82.650002,0
2015-05-11,69.0,74.25,69.0,74.25,74.25,0
2015-05-12,74.25,74.25,74.25,74.25,74.25,0
2015-05-13,74.25,74.25,74.25,74.25,74.25,0
2015-05-14,74.25,74.25,74.25,74.25,74.25,0
2015-05-15,74.25,74.25,74.25,74.25,74.25,0
2015-05-18,74.25,74.25,74.25,74.25,74.25,0
2015-05-19,74.25,74.25,74.25,74.25,74.25,0
2015-05-20,74.25,74.25,74.25,74.25,74.25,0
2015-05-21,66.0,66.150002,59.400002,59.400002,59.400002,0
2015-05-22,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-05-26,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-05-27,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-05-28,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-05-29,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-01,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-02,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-03,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-04,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-05,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-08,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-09,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-10,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-11,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-12,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-15,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-16,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-17,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-18,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-19,59.400002,59.400002,59.400002,59.400002,59.400002,0
2015-06-22,52.799999,52.799999,49.200001,52.5,52.5,0
2015-06-23,53.25,53.25,53.25,53.25,53.25,0
2015-06-24,54.450001,57.0,54.450001,55.5,55.5,0
2015-06-25,55.5,55.5,55.5,55.5,55.5,0
2015-06-26,55.5,55.5,55.5,55.5,55.5,0
2015-06-29,55.5,55.5,55.5,55.5,55.5,0
2015-06-30,55.5,55.5,55.5,55.5,55.5,0
2015-07-01,55.5,55.5,55.5,55.5,55.5,0
2015-07-02,50.549999,50.549999,48.75,48.75,48.75,0
2015-07-06,48.75,48.75,48.75,48.75,48.75,0
2015-07-07,53.549999,58.950001,47.700001,47.700001,47.700001,200
2015-07-08,52.5,52.5,52.5,52.5,52.5,0
2015-07-09,52.5,52.5,52.5,52.5,52.5,0
2015-07-10,52.5,52.5,52.5,52.5,52.5,0
2015-07-13,52.5,52.5,52.5,52.5,52.5,0
2015-07-14,47.849998,47.849998,47.849998,47.849998,47.849998,0
2015-07-15,46.799999,46.799999,46.799999,46.799999,46.799999,0
2015-07-16,46.799999,46.799999,46.799999,46.799999,46.799999,0
2015-07-17,46.200001,46.200001,46.200001,46.200001,46.200001,0
2015-07-20,48.0,48.0,48.0,48.0,48.0,0
2015-07-21,61.5,66.300003,45.299999,56.099998,56.099998,100
2015-07-22,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-23,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-24,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-27,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-28,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-29,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-30,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-07-31,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-03,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-04,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-05,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-06,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-07,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-10,56.099998,56.099998,56.099998,56.099998,56.099998,0
2015-08-11,46.650002,51.0,46.650002,51.0,51.0,400
2015-08-12,55.5,60.0,46.950001,49.5,49.5,500
2015-08-13,49.5,70.050003,49.5,52.5,52.5,2000
2015-08-14,51.75,61.950001,51.75,56.400002,56.400002,600
2015-08-17,60.0,69.900002,57.150002,57.150002,57.150002,1000
2015-08-18,55.049999,58.5,50.25,58.200001,58.200001,700
2015-08-19,56.700001,56.700001,56.700001,56.700001,56.700001,0
2015-08-20,56.400002,61.650002,56.25,58.049999,58.049999,200
2015-08-21,58.349998,61.650002,58.349998,61.650002,61.650002,100
2015-08-24,59.25,59.400002,57.150002,57.150002,57.150002,0
2015-08-25,57.150002,57.150002,57.150002,57.150002,57.150002,0
2015-08-26,57.0,62.25,57.0,62.25,62.25,0
2015-08-27,62.25,62.25,62.25,62.25,62.25,0
2015-08-28,66.900002,67.050003,66.900002,67.050003,67.050003,0
2015-08-31,67.050003,67.050003,67.050003,67.050003,67.050003,0
2015-09-01,67.050003,67.050003,67.050003,67.050003,67.050003,0
2015-09-02,67.050003,67.050003,67.050003,67.050003,67.050003,0
2015-09-03,63.0,63.0,60.0,60.0,60.0,100
2015-09-04,60.0,60.0,60.0,60.0,60.0,0
2015-09-08,61.5,61.5,61.5,61.5,61.5,0
2015-09-09,65.849998,70.800003,65.25,65.25,65.25,300
2015-09-10,57.900002,60.599998,56.849998,60.599998,60.599998,300
2015-09-11,64.5,64.5,60.0,60.0,60.0,100
2015-09-14,60.0,60.0,60.0,60.0,60.0,0
2015-09-15,58.349998,70.199997,58.349998,61.950001,61.950001,1000
2015-09-16,61.5,63.0,61.5,63.0,63.0,300
2015-09-17,65.25,91.800003,60.299999,65.099998,65.099998,1500
2015-09-18,66.0,93.0,65.849998,75.0,75.0,3300
2015-09-21,75.0,75.0,75.0,75.0,75.0,0
2015-09-22,75.0,75.0,75.0,75.0,75.0,0
2015-09-23,70.349998,80.849998,70.349998,76.199997,76.199997,500
2015-09-24,78.0,96.0,78.0,82.800003,82.800003,4800
2015-09-25,85.5,86.25,84.75,84.75,84.75,0
2015-09-28,88.349998,97.5,86.25,93.0,93.0,900
2015-09-29,91.5,93.0,82.5,90.0,90.0,500
2015-09-30,90.0,90.0,90.0,90.0,90.0,0
2015-10-01,82.5,89.400002,82.5,83.25,83.25,600
2015-10-02,76.949997,76.949997,75.900002,75.900002,75.900002,0
2015-10-05,75.900002,75.900002,75.900002,75.900002,75.900002,0
2015-10-06,75.900002,75.900002,75.300003,75.900002,75.900002,0
2015-10-07,74.25,75.0,72.75,74.849998,74.849998,0
2015-10-08,72.0,79.5,72.0,77.550003,77.550003,1400
2015-10-09,72.0,75.0,72.0,72.0,72.0,100
2015-10-12,70.5,70.5,70.5,70.5,70.5,0
2015-10-13,67.949997,67.949997,67.5,67.5,67.5,0
2015-10-14,67.5,67.5,67.5,67.5,67.5,0
2015-10-15,67.5,67.5,67.5,67.5,67.5,0
2015-10-16,60.0,66.449997,52.650002,52.799999,52.799999,300
2015-10-19,56.549999,60.0,56.549999,60.0,60.0,0
2015-10-20,60.0,60.0,60.0,60.0,60.0,0
2015-10-21,60.0,60.0,60.0,60.0,60.0,0
2015-10-22,64.949997,64.949997,60.599998,60.599998,60.599998,0
2015-10-23,60.599998,60.599998,60.599998,60.599998,60.599998,0
2015-10-26,52.799999,52.799999,52.799999,52.799999,52.799999,0
2015-10-27,52.799999,52.799999,52.799999,52.799999,52.799999,0
2015-10-28,64.5,67.349998,62.400002,62.400002,62.400002,0
2015-10-29,62.099998,64.5,61.200001,64.5,64.5,200
2015-10-30,62.25,62.25,61.5,61.5,61.5,0
2015-11-02,61.950001,61.950001,61.950001,61.950001,61.950001,0
2015-11-03,61.950001,61.950001,61.950001,61.950001,61.950001,0
2015-11-04,65.25,71.25,62.25,69.599998,69.599998,100
2015-11-05,69.599998,69.599998,69.599998,69.599998,69.599998,0
2015-11-06,69.75,69.75,69.75,69.75,69.75,0
2015-11-09,69.0,69.0,59.25,60.0,60.0,1400
2015-11-10,61.049999,62.549999,61.049999,62.549999,62.549999,0
2015-11-11,60.299999,60.299999,60.0,60.0,60.0,0
2015-11-12,60.0,60.75,60.0,60.75,60.75,0
2015-11-13,58.650002,58.650002,58.650002,58.650002,58.650002,0
2015-11-16,58.650002,58.650002,58.650002,58.650002,58.650002,0
2015-11-17,56.25,56.25,55.5,55.5,55.5,0
2015-11-18,55.5,55.5,55.5,55.5,55.5,0
2015-11-19,55.5,55.5,55.5,55.5,55.5,0
2015-11-20,55.5,55.5,55.5,55.5,55.5,0
2015-11-23,55.5,55.5,55.5,55.5,55.5,0
2015-11-24,55.5,55.5,55.5,55.5,55.5,0
2015-11-25,52.5,52.5,52.5,52.5,52.5,0
2015-11-27,52.5,52.5,52.5,52.5,52.5,0
2015-11-30,54.599998,54.599998,54.599998,54.599998,54.599998,0
2015-12-01,51.0,52.200001,50.849998,51.0,51.0,100
2015-12-02,50.25,54.0,50.25,51.0,51.0,500
2015-12-03,51.0,51.0,51.0,51.0,51.0,0
2015-12-04,51.0,51.0,51.0,51.0,51.0,0
2015-12-07,51.0,51.0,51.0,51.0,51.0,0
2015-12-08,51.0,51.0,51.0,51.0,51.0,0
2015-12-09,51.75,51.75,49.049999,50.25,50.25,100
2015-12-10,50.25,50.25,50.25,50.25,50.25,0
2015-12-11,46.799999,49.5,45.0,49.5,49.5,100
2015-12-14,45.450001,46.799999,42.75,44.700001,44.700001,300
2015-12-15,44.700001,44.700001,39.450001,40.5,40.5,200
2015-12-16,40.200001,40.349998,37.950001,37.950001,37.950001,200
2015-12-17,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-18,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-21,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-22,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-23,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-24,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-28,37.950001,37.950001,37.950001,37.950001,37.950001,0
2015-12-29,33.450001,40.200001,33.450001,40.200001,40.200001,0
2015-12-30,31.799999,42.0,31.799999,42.0,42.0,0
2015-12-31,42.0,42.0,42.0,42.0,42.0,0
2016-01-04,34.049999,35.099998,31.5,31.5,31.5,1700
2016-01-05,33.599998,34.5,30.75,30.75,30.75,500
2016-01-06,32.400002,32.400002,32.400002,32.400002,32.400002,0
2016-01-07,30.9,30.9,30.299999,30.299999,30.299999,0
2016-01-08,30.299999,30.299999,30.0,30.15,30.15,0
2016-01-11,30.15,30.15,30.15,30.15,30.15,0
2016-01-12,30.299999,30.299999,23.549999,23.549999,23.549999,200
2016-01-13,24.0,24.0,22.5,22.5,22.5,0
2016-01-14,23.25,23.25,23.25,23.25,23.25,0
2016-01-15,18.75,19.799999,18.75,19.799999,19.799999,100
2016-01-19,18.9,19.5,15.45,15.45,15.45,1000
2016-01-20,15.45,15.45,15.0,15.0,15.0,0
2016-01-21,14.55,14.55,6.45,7.8,7.8,9600
2016-01-22,7.8,8.85,7.05,7.05,7.05,1800
2016-01-25,7.2,7.2,5.55,6.3,6.3,2000
2016-01-26,6.3,6.3,5.25,6.0,6.0,800
2016-01-27,6.0,6.45,4.05,5.25,5.25,5400
2016-01-28,4.8,4.8,4.2,4.5,4.5,300
2016-01-29,5.7,5.7,4.5,5.25,5.25,300
2016-02-01,5.85,5.85,4.95,5.4,5.4,1700
2016-02-02,5.85,7.5,5.85,6.9,6.9,400
2016-02-03,7.5,12.45,7.35,12.45,12.45,400
2016-02-04,9.75,9.9,9.75,9.75,9.75,0
2016-02-05,9.75,9.75,9.75,9.75,9.75,0
2016-02-08,8.4,9.75,8.4,9.75,9.75,0
2016-02-09,9.0,9.0,9.0,9.0,9.0,0
2016-02-10,9.0,9.0,8.1,8.7,8.7,200
2016-02-11,8.7,8.7,8.7,8.7,8.7,0
2016-02-12,8.25,9.0,8.25,9.0,9.0,100
2016-02-16,9.0,9.0,6.45,6.45,6.45,100
2016-02-17,6.45,6.45,6.45,6.45,6.45,0
2016-02-18,6.45,6.45,6.45,6.45,6.45,0
2016-02-19,6.45,6.45,6.45,6.45,6.45,0
2016-02-22,8.1,8.1,6.9,6.9,6.9,0
2016-02-23,6.9,6.9,6.9,6.9,6.9,0
2016-02-24,6.9,6.9,6.9,6.9,6.9,0
2016-02-25,6.9,6.9,6.9,6.9,6.9,0
2016-02-26,7.5,7.5,7.05,7.05,7.05,0
2016-02-29,7.65,7.65,7.65,7.65,7.65,0
2016-03-01,7.65,7.65,7.65,7.65,7.65,0
2016-03-02,7.65,7.65,7.65,7.65,7.65,0
2016-03-03,6.6,6.6,6.6,6.6,6.6,0
2016-03-04,6.75,7.65,6.6,6.6,6.6,100
2016-03-07,7.5,7.5,7.35,7.35,7.35,400
2016-03-08,7.35,7.35,7.35,7.35,7.35,0
2016-03-09,7.5,7.5,7.05,7.05,7.05,700
2016-03-10,6.0,6.0,5.1,5.1,5.1,0
2016-03-11,6.6,6.75,5.1,5.1,5.1,0
2016-03-14,6.6,6.75,6.0,6.75,6.75,800
2016-03-15,6.6,6.6,5.4,6.45,6.45,200
2016-03-16,6.15,6.15,6.0,6.0,6.0,900
2016-03-17,6.0,6.0,6.0,6.0,6.0,0
2016-03-18,6.0,6.3,5.85,6.0,6.0,500
2016-03-21,6.0,6.0,6.0,6.0,6.0,0
2016-03-22,6.0,6.0,6.0,6.0,6.0,0
2016-03-23,6.0,6.0,5.85,6.0,6.0,400
2016-03-24,5.85,5.85,5.85,5.85,5.85,0
2016-03-28,5.85,6.3,5.85,6.3,6.3,400
2016-03-29,5.85,5.85,5.85,5.85,5.85,0
2016-03-30,6.15,6.15,6.15,6.15,6.15,0
2016-03-31,6.15,6.15,6.15,6.15,6.15,0
2016-04-01,6.0,6.15,6.0,6.15,6.15,0
2016-04-04,6.15,6.15,6.15,6.15,6.15,0
2016-04-05,5.55,5.55,5.4,5.4,5.4,200
2016-04-06,5.4,5.4,5.4,5.4,5.4,0
2016-04-07,5.4,5.4,5.4,5.4,5.4,0
2016-04-08,6.15,6.15,5.25,5.25,5.25,0
2016-04-11,5.55,5.55,5.4,5.4,5.4,0
2016-04-12,5.4,5.4,5.4,5.4,5.4,0
2016-04-13,6.0,6.0,6.0,6.0,6.0,0
2016-04-14,6.0,6.0,6.0,6.0,6.0,0
2016-04-15,5.4,6.15,5.4,6.15,6.15,0
2016-04-18,6.0,6.3,6.0,6.3,6.3,100
2016-04-19,5.25,5.4,5.25,5.25,5.25,1200
2016-04-20,8.55,8.55,8.25,8.25,8.25,0
2016-04-21,7.5,7.5,7.5,7.5,7.5,0
2016-04-22,5.4,7.35,5.25,6.15,6.15,6000
2016-04-25,6.15,6.15,5.4,5.4,5.4,400
2016-04-26,4.95,4.95,4.35,4.65,4.65,400
2016-04-27,4.65,4.65,4.65,4.65,4.65,0
2016-04-28,4.65,4.65,4.65,4.65,4.65,0
2016-04-29,5.1,6.75,4.95,6.0,6.0,3000
2016-05-02,6.0,6.0,5.25,5.25,5.25,200
2016-05-03,4.8,4.8,3.3,3.9,3.9,2400
2016-05-04,5.25,5.25,4.5,4.65,4.65,100
2016-05-05,5.1,5.1,4.65,4.65,4.65,0
2016-05-06,4.5,4.65,4.5,4.5,4.5,1300
2016-05-09,4.5,4.5,4.5,4.5,4.5,0
2016-05-10,4.2,4.2,3.45,4.2,4.2,1600
2016-05-11,4.35,4.35,4.35,4.35,4.35,100
2016-05-12,2.1,2.1,2.1,2.1,2.1,0
2016-05-13,2.1,2.1,2.1,2.1,2.1,0
2016-05-16,2.55,2.55,2.4,2.4,2.4,0
2016-05-17,2.4,2.4,2.4,2.4,2.4,0
2016-05-18,2.85,3.45,2.55,3.0,3.0,100
2016-05-19,3.0,3.0,3.0,3.0,3.0,0
2016-05-20,3.0,3.0,3.0,3.0,3.0,0
2016-05-23,3.0,3.0,3.0,3.0,3.0,0
2016-05-24,3.9,4.2,3.0,3.15,3.15,1600
2016-05-25,2.85,3.3,2.85,3.0,3.0,3200
2016-05-26,3.0,3.15,2.85,2.85,2.85,3700
2016-05-27,2.85,2.85,2.85,2.85,2.85,0
2016-05-31,2.85,2.85,2.85,2.85,2.85,0
2016-06-01,3.0,3.45,3.0,3.45,3.45,100
2016-06-02,2.85,2.85,2.85,2.85,2.85,0
2016-06-03,2.85,2.85,2.85,2.85,2.85,0
2016-06-06,2.85,2.85,2.85,2.85,2.85,0
2016-06-07,2.85,2.85,2.85,2.85,2.85,0
2016-06-08,3.0,3.45,2.85,3.45,3.45,200
2016-06-09,3.15,3.15,3.0,3.0,3.0,600
2016-06-10,2.55,3.0,2.4,2.55,2.55,1200
2016-06-13,2.55,2.55,2.55,2.55,2.55,0
2016-06-14,2.55,2.55,2.55,2.55,2.55,0
2016-06-15,2.55,2.55,2.55,2.55,2.55,0
2016-06-16,3.0,3.0,2.7,2.85,2.85,1000
2016-06-17,2.85,2.85,2.85,2.85,2.85,0
2016-06-20,2.85,2.85,2.85,2.85,2.85,0
2016-06-21,3.0,3.75,2.85,3.75,3.75,4900
2016-06-22,3.45,13.2,3.45,9.75,9.75,68500
2016-06-23,7.5,8.25,5.55,6.15,6.15,27000
2016-06-24,5.7,5.7,4.35,5.25,5.25,6200
2016-06-27,5.85,6.75,4.8,5.25,5.25,13100
2016-06-28,5.85,5.85,5.1,5.4,5.4,8200
2016-06-29,5.25,6.15,4.5,5.4,5.4,2700
2016-06-30,5.4,6.45,5.4,5.4,5.4,4100
2016-07-01,5.55,6.0,5.55,5.55,5.55,2400
2016-07-05,5.55,5.7,4.95,5.4,5.4,2000
2016-07-06,5.1,5.25,4.2,4.5,4.5,2600
2016-07-07,4.65,5.25,4.5,4.5,4.5,1600
2016-07-08,5.25,5.55,4.95,4.95,4.95,1300
2016-07-11,5.4,8.25,4.5,5.7,5.7,92000
2016-07-12,5.7,6.0,3.75,4.65,4.65,20500
2016-07-13,4.95,4.95,4.2,4.65,4.65,18000
2016-07-14,4.65,4.65,4.2,4.5,4.5,800
2016-07-15,4.2,4.35,3.75,4.2,4.2,5300
2016-07-18,3.9,7.05,3.9,4.95,4.95,89900
2016-07-19,4.65,6.0,4.65,4.8,4.8,24700
2016-07-20,5.1,5.55,4.8,4.8,4.8,5500
2016-07-21,5.25,5.85,4.65,4.8,4.8,1600
2016-07-22,4.8,5.4,4.8,5.4,5.4,1200
2016-07-25,5.25,6.0,5.25,5.7,5.7,4300
2016-07-26,5.7,7.05,5.25,5.85,5.85,8400
2016-07-27,7.2,7.2,5.55,5.85,5.85,500
2016-07-28,5.85,6.6,5.7,6.3,6.3,2700
2016-07-29,6.75,10.35,6.15,8.55,8.55,37700
2016-08-01,7.65,10.35,7.2,7.2,7.2,14700
2016-08-02,7.65,8.1,6.3,6.6,6.6,600
2016-08-03,6.9,7.2,6.0,7.2,7.2,700
2016-08-04,7.2,7.2,5.25,6.9,6.9,11700
2016-08-05,6.15,9.3,5.7,9.3,9.3,25700
2016-08-08,9.15,9.15,7.5,7.8,7.8,8500
2016-08-09,7.8,7.8,6.45,6.9,6.9,900
2016-08-10,7.65,11.4,6.9,7.35,7.35,58300
2016-08-11,8.1,8.1,6.0,7.05,7.05,11500
2016-08-12,6.15,7.05,6.15,6.9,6.9,6100
2016-08-15,6.9,6.9,6.0,6.3,6.3,5200
2016-08-16,6.3,6.3,4.8,5.25,5.25,11600
2016-08-17,5.1,5.7,5.1,5.1,5.1,6200
2016-08-18,5.1,6.75,4.8,5.55,5.55,4600
2016-08-19,5.85,5.85,5.1,5.25,5.25,8500
2016-08-22,5.1,5.4,4.5,4.95,4.95,10100
2016-08-23,5.7,9.75,5.25,6.75,6.75,221700
2016-08-24,6.9,7.05,5.55,6.0,6.0,21100
2016-08-25,6.3,6.6,6.0,6.0,6.0,3700
2016-08-26,6.0,6.3,6.0,6.0,6.0,1500
2016-08-29,6.0,6.3,5.7,5.7,5.7,5300
2016-08-30,5.7,6.45,5.7,6.0,6.0,5700
2016-08-31,6.0,7.2,6.0,6.15,6.15,6500
2016-09-01,6.6,6.75,5.7,5.85,5.85,9100
2016-09-02,6.15,6.45,6.15,6.3,6.3,3700
2016-09-06,6.3,6.75,5.85,6.15,6.15,6900
2016-09-07,6.15,6.3,5.25,6.0,6.0,6100
2016-09-08,6.6,6.6,5.7,5.7,5.7,4000
2016-09-09,6.0,6.0,5.7,5.85,5.85,1600
2016-09-12,5.85,6.15,5.55,6.0,6.0,5400
2016-09-13,6.15,6.15,5.55,5.55,5.55,500
2016-09-14,6.15,6.45,5.85,6.3,6.3,3600
